# Determined from WSA steel production, consumption, imports, and exports data; only includes trade between countries in different GCAM regions
GCAM_region,year,metric,value
Argentina,2010,exports_reval,1.113
Central Asia,2010,exports_reval,3.005
Australia_NZ,2010,exports_reval,2.065
EU-15,2010,exports_reval,113.977
Middle East,2010,exports_reval,1.9506948362681016
South Asia,2010,exports_reval,0.013591167468299081
Europe_Eastern,2010,exports_reval,27.34
Africa_Western,2010,exports_reval,0.001038832028898254
South America_Southern,2010,exports_reval,0.32703132678132685
Brazil,2010,exports_reval,8.983
EU-12,2010,exports_reval,20.646
Canada,2010,exports_reval,7.023
China,2010,exports_reval,47.06142205155384
Colombia,2010,exports_reval,0.21915807174887894
Central America and Caribbean,2010,exports_reval,0.226
Africa_Eastern,2010,exports_reval,9.871611982881598e-4
European Free Trade Association,2010,exports_reval,1.6825376411543287
India,2010,exports_reval,6.69
Indonesia,2010,exports_reval,1.236
Japan,2010,exports_reval,42.735
Southeast Asia,2010,exports_reval,7.420897255357692
Mexico,2010,exports_reval,5.183
Pakistan,2010,exports_reval,1.063
Russia,2010,exports_reval,27.382
South Africa,2010,exports_reval,2.8903420689655173
South Korea,2010,exports_reval,24.628
Taiwan,2010,exports_reval,10.001
USA,2010,exports_reval,11.802
South America_Northern,2010,exports_reval,0.246
Europe_Non_EU,2011,exports_reval,19.169
Africa_Northern,2011,exports_reval,1.857
Africa_Southern,2011,exports_reval,0
Argentina,2011,exports_reval,1.118
Central Asia,2011,exports_reval,2.706
Australia_NZ,2011,exports_reval,1.837
EU-15,2011,exports_reval,123.301
Middle East,2011,exports_reval,3.037935020851517
South Asia,2011,exports_reval,0.016639232920495402
Europe_Eastern,2011,exports_reval,28.145999999999997
Africa_Western,2011,exports_reval,0.012512505899008965
South America_Southern,2011,exports_reval,0.302
Brazil,2011,exports_reval,10.824
EU-12,2011,exports_reval,22.169
Canada,2011,exports_reval,6.356
China,2011,exports_reval,53.035941476681266
Colombia,2011,exports_reval,0.19342869835628612
Central America and Caribbean,2011,exports_reval,0.325
Africa_Eastern,2011,exports_reval,0.0019838647714175953
European Free Trade Association,2011,exports_reval,1.83342950462711
India,2011,exports_reval,8.94
Indonesia,2011,exports_reval,1.249
Japan,2011,exports_reval,44.02498093636908
Southeast Asia,2011,exports_reval,7.989
Mexico,2011,exports_reval,5.537
Pakistan,2011,exports_reval,0.292
Russia,2011,exports_reval,24.729
South Africa,2011,exports_reval,2.567
South Korea,2011,exports_reval,28.866
Taiwan,2011,exports_reval,10.545
USA,2011,exports_reval,14.586631784694037
South America_Northern,2011,exports_reval,0.712
Europe_Non_EU,2012,exports_reval,20.19
Africa_Northern,2012,exports_reval,1.157
Africa_Southern,2012,exports_reval,0
Argentina,2012,exports_reval,1.026
Central Asia,2012,exports_reval,1.864
Australia_NZ,2012,exports_reval,1.1459330543933055
EU-15,2012,exports_reval,111.30305528711662
Middle East,2012,exports_reval,1.8951612250703247
South Asia,2012,exports_reval,0.022809769521843826
Europe_Eastern,2012,exports_reval,26.622999999999998
Africa_Western,2012,exports_reval,0.008322698268003647
South America_Southern,2012,exports_reval,0.267
Brazil,2012,exports_reval,9.673
EU-12,2012,exports_reval,22.604
Canada,2012,exports_reval,6.166
China,2012,exports_reval,59.802564340605414
Colombia,2012,exports_reval,0.178
Central America and Caribbean,2012,exports_reval,0.32
Africa_Eastern,2012,exports_reval,0
European Free Trade Association,2012,exports_reval,1.8800642523364484
India,2012,exports_reval,8.232
Indonesia,2012,exports_reval,0.901
Japan,2012,exports_reval,44.59940814555633
Southeast Asia,2012,exports_reval,7.646999999999999
Mexico,2012,exports_reval,4.688
Pakistan,2012,exports_reval,0.22
Russia,2012,exports_reval,27.945747838835253
South Africa,2012,exports_reval,2.221999999999999
South Korea,2012,exports_reval,30.227
Taiwan,2012,exports_reval,10.539
USA,2012,exports_reval,13.56
South America_Northern,2012,exports_reval,0.163
Europe_Non_EU,2013,exports_reval,18.983
Africa_Northern,2013,exports_reval,2.144
Africa_Southern,2013,exports_reval,0
Argentina,2013,exports_reval,0.88
Central Asia,2013,exports_reval,1.4569999999999999
Australia_NZ,2013,exports_reval,1.1059999999999999
EU-15,2013,exports_reval,105.76571610917995
Middle East,2013,exports_reval,2.494
South Asia,2013,exports_reval,0.02800792864222002
Europe_Eastern,2013,exports_reval,26.738999999999997
Africa_Western,2013,exports_reval,0.0010403896894662069
South America_Southern,2013,exports_reval,0.267
Brazil,2013,exports_reval,8.081
EU-12,2013,exports_reval,21.216
Canada,2013,exports_reval,5.767
China,2013,exports_reval,66.47724528556328
Colombia,2013,exports_reval,0.119
Central America and Caribbean,2013,exports_reval,0.225
Africa_Eastern,2013,exports_reval,9.860650298606504e-4
European Free Trade Association,2013,exports_reval,1.7814923580786028
India,2013,exports_reval,10.078
Indonesia,2013,exports_reval,0.7142201598350091
Japan,2013,exports_reval,45.60293051848257
Southeast Asia,2013,exports_reval,6.908
Mexico,2013,exports_reval,5.639
Pakistan,2013,exports_reval,0.159
Russia,2013,exports_reval,23.641
South Africa,2013,exports_reval,1.888
South Korea,2013,exports_reval,28.927
Taiwan,2013,exports_reval,11.559
USA,2013,exports_reval,12.508
South America_Northern,2013,exports_reval,0.08
Europe_Non_EU,2014,exports_reval,18.081
Africa_Northern,2014,exports_reval,1.3763273463012922
Africa_Southern,2014,exports_reval,0
Argentina,2014,exports_reval,0.89
Central Asia,2014,exports_reval,1.936
Australia_NZ,2014,exports_reval,0.97
EU-15,2014,exports_reval,121.37755507032301
Middle East,2014,exports_reval,4.173
South Asia,2014,exports_reval,0.01981090693538826
Europe_Eastern,2014,exports_reval,23.959
Africa_Western,2014,exports_reval,0.01975213845235727
South America_Southern,2014,exports_reval,0.345
Brazil,2014,exports_reval,9.139995875579993
EU-12,2014,exports_reval,21.291
Canada,2014,exports_reval,6.201
China,2014,exports_reval,98.8575818601077
Colombia,2014,exports_reval,0.1
Central America and Caribbean,2014,exports_reval,0.26493651669886836
Africa_Eastern,2014,exports_reval,0
European Free Trade Association,2014,exports_reval,1.7354901617839966
India,2014,exports_reval,10.379
Indonesia,2014,exports_reval,1.342
Japan,2014,exports_reval,45.112328778204706
Southeast Asia,2014,exports_reval,7.399
Mexico,2014,exports_reval,5.395
Pakistan,2014,exports_reval,0.23831691078561923
Russia,2014,exports_reval,28.597874133629052
South Africa,2014,exports_reval,2.339
South Korea,2014,exports_reval,31.906
Taiwan,2014,exports_reval,12.086
USA,2014,exports_reval,11.961
South America_Northern,2014,exports_reval,0.02
Europe_Non_EU,2015,exports_reval,17.126
Africa_Northern,2015,exports_reval,0.5679266869017043
Africa_Southern,2015,exports_reval,0
Argentina,2015,exports_reval,0.471
Central Asia,2015,exports_reval,1.825
Australia_NZ,2015,exports_reval,1.228096432015429
EU-15,2015,exports_reval,107.19202904416115
Middle East,2015,exports_reval,6.241
South Asia,2015,exports_reval,0.00633286432160804
Europe_Eastern,2015,exports_reval,20.164
Africa_Western,2015,exports_reval,0.019794029850746273
South America_Southern,2015,exports_reval,0.288
Brazil,2015,exports_reval,12.512315038523736
EU-12,2015,exports_reval,21.721999999999998
Canada,2015,exports_reval,5.782229954614216
China,2015,exports_reval,117.43317037068282
Colombia,2015,exports_reval,0.066
Central America and Caribbean,2015,exports_reval,0.309
Africa_Eastern,2015,exports_reval,9.83206809293766e-4
European Free Trade Association,2015,exports_reval,1.7724033662217067
India,2015,exports_reval,7.563
Indonesia,2015,exports_reval,1.873581934112646
Japan,2015,exports_reval,43.60645324772114
Southeast Asia,2015,exports_reval,6.374
Mexico,2015,exports_reval,3.898
Pakistan,2015,exports_reval,0.056377605717689114
Russia,2015,exports_reval,30.656196384876466
South Africa,2015,exports_reval,2.19
South Korea,2015,exports_reval,31.173
Taiwan,2015,exports_reval,11.177
USA,2015,exports_reval,10
South America_Northern,2015,exports_reval,0.078
Europe_Non_EU,2016,exports_reval,17.426000000000002
Africa_Northern,2016,exports_reval,0.9999732300105674
Africa_Southern,2016,exports_reval,0
Argentina,2016,exports_reval,0.45
Central Asia,2016,exports_reval,2.704
Australia_NZ,2016,exports_reval,1.0324579710144928
EU-15,2016,exports_reval,127.92521631644044
Middle East,2016,exports_reval,11.775
South Asia,2016,exports_reval,0.005252117392160724
Europe_Eastern,2016,exports_reval,20.309
Africa_Western,2016,exports_reval,0.0010422953252535246
South America_Southern,2016,exports_reval,0.379
Brazil,2016,exports_reval,12.851888686605983
EU-12,2016,exports_reval,22.637
Canada,2016,exports_reval,5.848
China,2016,exports_reval,113.26626946737998
Colombia,2016,exports_reval,0.066
Central America and Caribbean,2016,exports_reval,0.3676609712230216
Africa_Eastern,2016,exports_reval,0
European Free Trade Association,2016,exports_reval,1.7974752527940392
India,2016,exports_reval,10.325
Indonesia,2016,exports_reval,1.525132756264237
Japan,2016,exports_reval,43.81083558029632
Southeast Asia,2016,exports_reval,7.202999999999999
Mexico,2016,exports_reval,4.084
Pakistan,2016,exports_reval,0.06911833216864666
Russia,2016,exports_reval,31.525409305108838
South Africa,2016,exports_reval,2.194
South Korea,2016,exports_reval,30.586
Taiwan,2016,exports_reval,12.233
USA,2016,exports_reval,9.247
South America_Northern,2016,exports_reval,0.048
Europe_Non_EU,2017,exports_reval,18.619
Africa_Northern,2017,exports_reval,1.6820000000000002
Africa_Southern,2017,exports_reval,0
Argentina,2017,exports_reval,0.6392288135593224
Central Asia,2017,exports_reval,1.972
Australia_NZ,2017,exports_reval,1.171
EU-15,2017,exports_reval,123.599
Middle East,2017,exports_reval,13.695
South Asia,2017,exports_reval,0.007376749192680301
Europe_Eastern,2017,exports_reval,17.599
Africa_Western,2017,exports_reval,0.01352634498058791
South America_Southern,2017,exports_reval,0.412
Brazil,2017,exports_reval,15.412407336204243
EU-12,2017,exports_reval,24.303
Canada,2017,exports_reval,6.482
China,2017,exports_reval,80.44266238013319
Colombia,2017,exports_reval,0.089
Central America and Caribbean,2017,exports_reval,0.5374194488012549
Africa_Eastern,2017,exports_reval,0
European Free Trade Association,2017,exports_reval,1.842749256689792
India,2017,exports_reval,16.335
Indonesia,2017,exports_reval,2.425
Japan,2017,exports_reval,37.471
Southeast Asia,2017,exports_reval,9.164
Mexico,2017,exports_reval,5.18
Pakistan,2017,exports_reval,0.12435868421052636
Russia,2017,exports_reval,34.244062018333736
South Africa,2017,exports_reval,2.562
South Korea,2017,exports_reval,32.20975731382979
Taiwan,2017,exports_reval,12.117
USA,2017,exports_reval,10.211
South America_Northern,2017,exports_reval,0.024
Europe_Non_EU,2018,exports_reval,22.51
Africa_Northern,2018,exports_reval,1.7810000000000001
Africa_Southern,2018,exports_reval,0
Argentina,2018,exports_reval,0.129
Central Asia,2018,exports_reval,1.5381391304347825
Australia_NZ,2018,exports_reval,1.219
EU-15,2018,exports_reval,122.101
Middle East,2018,exports_reval,16.726
South Asia,2018,exports_reval,0.010574406204556472
Europe_Eastern,2018,exports_reval,17.722
Africa_Western,2018,exports_reval,0.008350230414746545
South America_Southern,2018,exports_reval,0.532
Brazil,2018,exports_reval,14.279301273719778
EU-12,2018,exports_reval,24.746
Canada,2018,exports_reval,6.435
China,2018,exports_reval,74.74018860570862
Colombia,2018,exports_reval,0.098
Central America and Caribbean,2018,exports_reval,0.4236183714222321
Africa_Eastern,2018,exports_reval,0
European Free Trade Association,2018,exports_reval,1.7644930985245124
India,2018,exports_reval,11.101
Indonesia,2018,exports_reval,3.792
Japan,2018,exports_reval,35.839
Southeast Asia,2018,exports_reval,10.667
Mexico,2018,exports_reval,5.825
Pakistan,2018,exports_reval,0.5826458546571135
Russia,2018,exports_reval,33.770791382379116
South Africa,2018,exports_reval,2.857
South Korea,2018,exports_reval,32.80967636171337
Taiwan,2018,exports_reval,12.285
USA,2018,exports_reval,9.470631606284895
South America_Northern,2018,exports_reval,0.023
Europe_Non_EU,1970,consumption_reval,3.7025167060892894
Africa_Northern,1970,consumption_reval,1.4730351153600119
Africa_Southern,1970,consumption_reval,0.8588016931304412
Argentina,1970,consumption_reval,2.3812348331716047
Central Asia,1970,consumption_reval,7.386043735920608
Australia_NZ,1970,consumption_reval,6.753895176964259
EU-15,1970,consumption_reval,160.35377447510047
Middle East,1970,consumption_reval,3.2046588811849688
South Asia,1970,consumption_reval,0
Europe_Eastern,1970,consumption_reval,40.956465371347335
Africa_Western,1970,consumption_reval,0.5052710979515043
South America_Southern,1970,consumption_reval,0.9754943303990375
Brazil,1970,consumption_reval,5.4307781784945
EU-12,1970,consumption_reval,34.944824278428385
Canada,1970,consumption_reval,11.212525474455093
China,1970,consumption_reval,21.01368239582091
Colombia,1970,consumption_reval,0.5922623191115013
Central America and Caribbean,1970,consumption_reval,0.3770141610859935
Africa_Eastern,1970,consumption_reval,0.1335897998848327
European Free Trade Association,1970,consumption_reval,4.362284371139757
India,1970,consumption_reval,6.234247583315564
Indonesia,1970,consumption_reval,0.42800679318802487
Japan,1970,consumption_reval,75.88604844021393
Southeast Asia,1970,consumption_reval,5.264303078239651
Mexico,1970,consumption_reval,3.8755393740189397
Pakistan,1970,consumption_reval,0.5623699640313118
Russia,1970,consumption_reval,62.79370331026959
South Africa,1970,consumption_reval,4.776620107708798
South Korea,1970,consumption_reval,1.0474022575072548
Taiwan,1970,consumption_reval,0.6998824268202991
USA,1970,consumption_reval,125.55005790028906
South America_Northern,1970,consumption_reval,1.327994043044066
Europe_Non_EU,1971,consumption_reval,4.510348047510599
Africa_Northern,1971,consumption_reval,1.8969974256042248
Africa_Southern,1971,consumption_reval,1.021674165421774
Argentina,1971,consumption_reval,3.2857191243460044
Central Asia,1971,consumption_reval,7.720293801305856
Australia_NZ,1971,consumption_reval,7.9204581033487305
EU-15,1971,consumption_reval,142.19311636754088
Middle East,1971,consumption_reval,3.5217416206113263
South Asia,1971,consumption_reval,0
Europe_Eastern,1971,consumption_reval,42.76246177678541
Africa_Western,1971,consumption_reval,0.4086015614406715
South America_Southern,1971,consumption_reval,1.0820276618600784
Brazil,1971,consumption_reval,6.949296473257504
EU-12,1971,consumption_reval,36.61623429092814
Canada,1971,consumption_reval,11.752995709340373
China,1971,consumption_reval,24.80837253898692
Colombia,1971,consumption_reval,0.7033733847014381
Central America and Caribbean,1971,consumption_reval,0.37889369362893116
Africa_Eastern,1971,consumption_reval,0.16156439291659205
European Free Trade Association,1971,consumption_reval,3.9018669403103976
India,1971,consumption_reval,7.034541072125759
Indonesia,1971,consumption_reval,0.4926084769056911
Japan,1971,consumption_reval,65.45215989702417
Southeast Asia,1971,consumption_reval,5.031807292324203
Mexico,1971,consumption_reval,3.626606743838635
Pakistan,1971,consumption_reval,0.5284719174755623
Russia,1971,consumption_reval,65.64420943224914
South Africa,1971,consumption_reval,5.571926585050583
South Korea,1971,consumption_reval,1.1744995793356408
Taiwan,1971,consumption_reval,0.9547113339458534
USA,1971,consumption_reval,123.62353178390345
South America_Northern,1971,consumption_reval,1.4363517801744545
Europe_Non_EU,1972,consumption_reval,4.476092708036012
Africa_Northern,1972,consumption_reval,2.271922581280351
Africa_Southern,1972,consumption_reval,1.0665097356341255
Argentina,1972,consumption_reval,3.4014086014147846
Central Asia,1972,consumption_reval,8.159352748183512
Australia_NZ,1972,consumption_reval,7.750840640229079
EU-15,1972,consumption_reval,155.34244019356657
Middle East,1972,consumption_reval,3.984622776806394
South Asia,1972,consumption_reval,0.0806693735052296
Europe_Eastern,1972,consumption_reval,44.72351232597484
Africa_Western,1972,consumption_reval,0.4278540189707747
South America_Southern,1972,consumption_reval,1.1835227464286295
Brazil,1972,consumption_reval,7.26227240094319
EU-12,1972,consumption_reval,38.80745799499353
Canada,1972,consumption_reval,12.703073730688573
China,1972,consumption_reval,25.966949527016915
Colombia,1972,consumption_reval,0.6221560396870383
Central America and Caribbean,1972,consumption_reval,0.4688745042335928
Africa_Eastern,1972,consumption_reval,0.13785272687602526
European Free Trade Association,1972,consumption_reval,4.1478812428075225
India,1972,consumption_reval,7.952815632634637
Indonesia,1972,consumption_reval,0.8152499775382477
Japan,1972,consumption_reval,76.08617652494986
Southeast Asia,1972,consumption_reval,6.106963829906169
Mexico,1972,consumption_reval,4.213014948936628
Pakistan,1972,consumption_reval,0.2859167668539783
Russia,1972,consumption_reval,68.86562376591888
South Africa,1972,consumption_reval,5.0753250901685805
South Korea,1972,consumption_reval,1.3180051683789975
Taiwan,1972,consumption_reval,1.4385955529696461
USA,1972,consumption_reval,133.1179585802393
South America_Northern,1972,consumption_reval,1.6286296950743426
Europe_Non_EU,1973,consumption_reval,4.680147937158357
Africa_Northern,1973,consumption_reval,2.984408183771616
Africa_Southern,1973,consumption_reval,1.0264330169675815
Argentina,1973,consumption_reval,3.8316392233491463
Central Asia,1973,consumption_reval,8.92954691924385
Australia_NZ,1973,consumption_reval,7.411279219092071
EU-15,1973,consumption_reval,161.6229581256242
Middle East,1973,consumption_reval,5.987834770386677
South Asia,1973,consumption_reval,0.21827710459631433
Europe_Eastern,1973,consumption_reval,47.280296333506435
Africa_Western,1973,consumption_reval,0.6011374805727374
South America_Southern,1973,consumption_reval,1.2158178544206228
Brazil,1973,consumption_reval,8.846909955503108
EU-12,1973,consumption_reval,42.781188520410254
Canada,1973,consumption_reval,14.07229053500955
China,1973,consumption_reval,30.94650877179221
Colombia,1973,consumption_reval,0.6222983653742145
Central America and Caribbean,1973,consumption_reval,0.663557752655612
Africa_Eastern,1973,consumption_reval,0.17392132933075313
European Free Trade Association,1973,consumption_reval,4.780023317363492
India,1973,consumption_reval,7.935100616975678
Indonesia,1973,consumption_reval,1.3258121675067998
Japan,1973,consumption_reval,94.76262579293592
Southeast Asia,1973,consumption_reval,7.408596672838263
Mexico,1973,consumption_reval,5.010031176683237
Pakistan,1973,consumption_reval,0.32333025654106456
Russia,1973,consumption_reval,73.3948893928055
South Africa,1973,consumption_reval,5.73666051308213
South Korea,1973,consumption_reval,2.8177490707016304
Taiwan,1973,consumption_reval,1.6025024572600222
USA,1973,consumption_reval,147.05974883906097
South America_Northern,1973,consumption_reval,1.8131615703300075
Europe_Non_EU,1974,consumption_reval,5.881766813606783
Africa_Northern,1974,consumption_reval,2.6406745897908177
Africa_Southern,1974,consumption_reval,1.0950269341383059
Argentina,1974,consumption_reval,3.6342980897167605
Central Asia,1974,consumption_reval,9.732668129365923
Australia_NZ,1974,consumption_reval,8.323199575344262
EU-15,1974,consumption_reval,160.93364803884486
Middle East,1974,consumption_reval,8.396358247220714
South Asia,1974,consumption_reval,0.11328608912429851
Europe_Eastern,1974,consumption_reval,49.447119753535176
Africa_Western,1974,consumption_reval,0.7149122129203305
South America_Southern,1974,consumption_reval,1.5393494886649286
Brazil,1974,consumption_reval,11.903133165579426
EU-12,1974,consumption_reval,45.63078863174841
Canada,1974,consumption_reval,14.022910630537405
China,1974,consumption_reval,30.581640593716937
Colombia,1974,consumption_reval,0.6343602932285802
Central America and Caribbean,1974,consumption_reval,0.7987313910208121
Africa_Eastern,1974,consumption_reval,0.18367744547337722
European Free Trade Association,1974,consumption_reval,4.585420682545005
India,1974,consumption_reval,8.23813347466272
Indonesia,1974,consumption_reval,1.2546557590752507
Japan,1974,consumption_reval,85.16406880182245
Southeast Asia,1974,consumption_reval,8.296152073565818
Mexico,1974,consumption_reval,5.772106540524414
Pakistan,1974,consumption_reval,0.3684547558897088
Russia,1974,consumption_reval,77.45190960499195
South Africa,1974,consumption_reval,6.470947250481375
South Korea,1974,consumption_reval,3.1729039549559452
Taiwan,1974,consumption_reval,2.568271078307631
USA,1974,consumption_reval,145.60784969553518
South America_Northern,1974,consumption_reval,2.274241443028412
Europe_Non_EU,1975,consumption_reval,6.81732182293926
Africa_Northern,1975,consumption_reval,3.9611154604272723
Africa_Southern,1975,consumption_reval,1.1600209716514092
Argentina,1975,consumption_reval,4.1119203673787785
Central Asia,1975,consumption_reval,9.88041015344546
Australia_NZ,1975,consumption_reval,6.8878392658528345
EU-15,1975,consumption_reval,134.34355918665386
Middle East,1975,consumption_reval,10.056605087351672
South Asia,1975,consumption_reval,0.10213302889114984
Europe_Eastern,1975,consumption_reval,50.95549636398394
Africa_Western,1975,consumption_reval,1.1311507500847777
South America_Southern,1975,consumption_reval,1.243782386436081
Brazil,1975,consumption_reval,11.536517245944124
EU-12,1975,consumption_reval,48.14469388295337
Canada,1975,consumption_reval,13.26678107026111
China,1975,consumption_reval,30.917412859342164
Colombia,1975,consumption_reval,0.645881674533741
Central America and Caribbean,1975,consumption_reval,0.9336640609698221
Africa_Eastern,1975,consumption_reval,0.09883841505595145
European Free Trade Association,1975,consumption_reval,3.228609733943718
India,1975,consumption_reval,8.04600193428281
Indonesia,1975,consumption_reval,1.1575710410986806
Japan,1975,consumption_reval,73.50560609806715
Southeast Asia,1975,consumption_reval,6.988604316514083
Mexico,1975,consumption_reval,5.969350409766024
Pakistan,1975,consumption_reval,0.4447728677517816
Russia,1975,consumption_reval,79.45580877106785
South Africa,1975,consumption_reval,7.603733718462772
South Korea,1975,consumption_reval,2.9046891338758956
Taiwan,1975,consumption_reval,1.7911159258053608
USA,1975,consumption_reval,115.123369054527
South America_Northern,1975,consumption_reval,2.478779152842171
Europe_Non_EU,1976,consumption_reval,6.270533967728401
Africa_Northern,1976,consumption_reval,3.858799291533913
Africa_Southern,1976,consumption_reval,1.1851752861515843
Argentina,1976,consumption_reval,3.23175232216812
Central Asia,1976,consumption_reval,10.373004278563561
Australia_NZ,1976,consumption_reval,7.1773944454448
EU-15,1976,consumption_reval,150.18568865988053
Middle East,1976,consumption_reval,11.404978006842436
South Asia,1976,consumption_reval,0.11419588102526403
Europe_Eastern,1976,consumption_reval,52.53517145147795
Africa_Western,1976,consumption_reval,1.1061326514996164
South America_Southern,1976,consumption_reval,0.9860873334533761
Brazil,1976,consumption_reval,10.176621941232888
EU-12,1976,consumption_reval,50.008733274551645
Canada,1976,consumption_reval,12.938394239029854
China,1976,consumption_reval,27.036229273625473
Colombia,1976,consumption_reval,0.6588484049462561
Central America and Caribbean,1976,consumption_reval,0.8927294567300561
Africa_Eastern,1976,consumption_reval,0.18696776599234408
European Free Trade Association,1976,consumption_reval,3.582375501890673
India,1976,consumption_reval,8.476359940872761
Indonesia,1976,consumption_reval,1.5306223540627764
Japan,1976,consumption_reval,71.5680112263041
Southeast Asia,1976,consumption_reval,7.623029470716273
Mexico,1976,consumption_reval,5.67919670668504
Pakistan,1976,consumption_reval,0.41200082565977614
Russia,1976,consumption_reval,82.30287186013246
South Africa,1976,consumption_reval,6.300207107329352
South Korea,1976,consumption_reval,4.0642646837544
Taiwan,1976,consumption_reval,2.8586552073152642
USA,1976,consumption_reval,128.36757184236654
South America_Northern,1976,consumption_reval,2.7027970209695287
Europe_Non_EU,1977,consumption_reval,7.526885877646479
Africa_Northern,1977,consumption_reval,4.387505665305236
Africa_Southern,1977,consumption_reval,1.1664989779986865
Argentina,1977,consumption_reval,3.554114083247355
Central Asia,1977,consumption_reval,10.3994593256473
Australia_NZ,1977,consumption_reval,6.1001874573280865
EU-15,1977,consumption_reval,132.80412053057367
Middle East,1977,consumption_reval,10.632057646452708
South Asia,1977,consumption_reval,0.08589464806182094
Europe_Eastern,1977,consumption_reval,53.02112355768832
Africa_Western,1977,consumption_reval,1.446074454711669
South America_Southern,1977,consumption_reval,1.06109110391485
Brazil,1977,consumption_reval,11.896903022193772
EU-12,1977,consumption_reval,51.260989700029945
Canada,1977,consumption_reval,12.069896433947946
China,1977,consumption_reval,30.205560355279424
Colombia,1977,consumption_reval,0.6268258091250268
Central America and Caribbean,1977,consumption_reval,0.8456370130494997
Africa_Eastern,1977,consumption_reval,0.19027295456732485
European Free Trade Association,1977,consumption_reval,3.9238220782969977
India,1977,consumption_reval,13.671278669402923
Indonesia,1977,consumption_reval,1.5166742404053342
Japan,1977,consumption_reval,69.24637483379398
Southeast Asia,1977,consumption_reval,8.773994459126317
Mexico,1977,consumption_reval,5.89267699876241
Pakistan,1977,consumption_reval,0.5773425078585687
Russia,1977,consumption_reval,82.88262281470371
South Africa,1977,consumption_reval,5.318560157157978
South Korea,1977,consumption_reval,5.835494175638983
Taiwan,1977,consumption_reval,3.2532639651416457
USA,1977,consumption_reval,130.06088410993712
South America_Northern,1977,consumption_reval,3.495406901612884
Europe_Non_EU,1978,consumption_reval,6.8971279304815205
Africa_Northern,1978,consumption_reval,4.633457280674153
Africa_Southern,1978,consumption_reval,1.6140526525438221
Argentina,1978,consumption_reval,2.7284086102423757
Central Asia,1978,consumption_reval,10.824481628664477
Australia_NZ,1978,consumption_reval,5.818435821428075
EU-15,1978,consumption_reval,133.81071966628423
Middle East,1978,consumption_reval,12.00662753867665
South Asia,1978,consumption_reval,0.11092871996891046
Europe_Eastern,1978,consumption_reval,55.35530706590729
Africa_Western,1978,consumption_reval,1.135910092481643
South America_Southern,1978,consumption_reval,1.0873002079564746
Brazil,1978,consumption_reval,12.082107517372114
EU-12,1978,consumption_reval,53.32116493048337
Canada,1978,consumption_reval,13.951903145891063
China,1978,consumption_reval,43.21752165841239
Colombia,1978,consumption_reval,0.6673217999222761
Central America and Caribbean,1978,consumption_reval,0.799179239860097
Africa_Eastern,1978,consumption_reval,0.23073173753533371
European Free Trade Association,1978,consumption_reval,3.473141099971774
India,1978,consumption_reval,10.794811601264854
Indonesia,1978,consumption_reval,1.795335560383711
Japan,1978,consumption_reval,71.64945267908776
Southeast Asia,1978,consumption_reval,10.436155338328954
Mexico,1978,consumption_reval,7.783494093191794
Pakistan,1978,consumption_reval,0.5002885270597861
Russia,1978,consumption_reval,86.83864958666936
South Africa,1978,consumption_reval,5.829081633557097
South Korea,1978,consumption_reval,7.253783814902539
Taiwan,1978,consumption_reval,4.652301402607433
USA,1978,consumption_reval,142.46768143016914
South America_Northern,1978,consumption_reval,2.641618910680494
Europe_Non_EU,1979,consumption_reval,6.342241303277749
Africa_Northern,1979,consumption_reval,4.795058602995219
Africa_Southern,1979,consumption_reval,0.4052332724220009
Argentina,1979,consumption_reval,3.3827140448945734
Central Asia,1979,consumption_reval,10.722220737274364
Australia_NZ,1979,consumption_reval,6.996456261842308
EU-15,1979,consumption_reval,147.64940630331145
Middle East,1979,consumption_reval,12.649326817394119
South Asia,1979,consumption_reval,0.32769333728919847
Europe_Eastern,1979,consumption_reval,54.2031394577318
Africa_Western,1979,consumption_reval,3.289945206772621
South America_Southern,1979,consumption_reval,1.5087681368549526
Brazil,1979,consumption_reval,12.987297788986062
EU-12,1979,consumption_reval,52.48352726512613
Canada,1979,consumption_reval,15.445332865821998
China,1979,consumption_reval,43.75739485377909
Colombia,1979,consumption_reval,0.7167436262246887
Central America and Caribbean,1979,consumption_reval,1.4160053539038322
Africa_Eastern,1979,consumption_reval,0.1766327653520158
European Free Trade Association,1979,consumption_reval,3.1938561795782956
India,1979,consumption_reval,11.881518384658435
Indonesia,1979,consumption_reval,1.4385582489902429
Japan,1979,consumption_reval,82.5059229482883
Southeast Asia,1979,consumption_reval,17.070040720686706
Mexico,1979,consumption_reval,8.316670377537879
Pakistan,1979,consumption_reval,0.5791238208262813
Russia,1979,consumption_reval,85.0032122883556
South Africa,1979,consumption_reval,6.7527293985961165
South Korea,1979,consumption_reval,7.190751798682427
Taiwan,1979,consumption_reval,4.526115230305523
USA,1979,consumption_reval,136.11357629312963
South America_Northern,1979,consumption_reval,2.4937863091104022
Europe_Non_EU,1980,consumption_reval,6.802261656143022
Africa_Northern,1980,consumption_reval,5.465542719680849
Africa_Southern,1980,consumption_reval,0.379288149351011
Argentina,1980,consumption_reval,3.4107138250296964
Central Asia,1980,consumption_reval,10.611430999187474
Australia_NZ,1980,consumption_reval,6.649222541536746
EU-15,1980,consumption_reval,139.88911357803545
Middle East,1980,consumption_reval,11.308824982485346
South Asia,1980,consumption_reval,0.35733198783274367
Europe_Eastern,1980,consumption_reval,53.8065732493906
